carat,cut,color,clarity,depth,table,price
"(-0.536, 0.538]",2.0,0.0,3.0,62.4,4.02535169073515,6289.0
"(-0.536, 0.538]",4.0,5.0,5.0,62.7,4.04305126783455,6290.0
"(-0.536, 0.538]",2.0,3.0,5.0,61.4,4.04305126783455,6290.0
"(-0.536, 0.538]",3.0,3.0,5.0,62.5,4.060443010546419,6290.0
"(-1.613, -0.536]",2.0,3.0,7.0,61.4,4.04305126783455,607.0
"(-1.613, -0.536]",2.0,3.0,7.0,60.7,3.9889840465642745,607.0
"(-1.613, -0.536]",2.0,3.0,7.0,61.9,4.02535169073515,607.0
"(-1.613, -0.536]",2.0,5.0,6.0,61.6,4.02535169073515,607.0
"(-1.613, -0.536]",2.0,4.0,6.0,62.1,4.007333185232471,607.0
"(-1.613, -0.536]",2.0,3.0,6.0,62.3,4.007333185232471,607.0
"(-1.613, -0.536]",2.0,3.0,6.0,62.8,3.9889840465642745,607.0
"(-1.613, -0.536]",2.0,2.0,2.0,61.5,3.9889840465642745,607.0
"(-1.613, -0.536]",2.0,4.0,1.0,62.2,4.007333185232471,607.0
"(-1.613, -0.536]",2.0,4.0,1.0,60.7,4.04305126783455,607.0
"(-1.613, -0.536]",2.0,4.0,1.0,62.1,4.007333185232471,607.0
"(-1.613, -0.536]",2.0,3.0,2.0,62.7,4.04305126783455,607.0
"(-1.613, -0.536]",1.0,2.0,4.0,63.9,4.007333185232471,607.0
"(-1.613, -0.536]",4.0,2.0,7.0,61.8,4.02535169073515,608.0
"(-1.613, -0.536]",4.0,2.0,7.0,61.7,4.02535169073515,608.0
"(-1.613, -0.536]",4.0,2.0,7.0,60.6,4.07753744390572,608.0
"(-1.613, -0.536]",4.0,1.0,7.0,62.2,4.02535169073515,608.0
"(-1.613, -0.536]",4.0,1.0,7.0,62.4,3.9889840465642745,608.0
"(-1.613, -0.536]",4.0,2.0,6.0,62.2,4.04305126783455,608.0
"(-1.613, -0.536]",4.0,2.0,6.0,62.3,4.02535169073515,608.0
"(-1.613, -0.536]",4.0,2.0,6.0,60.4,4.02535169073515,608.0
"(-1.613, -0.536]",4.0,2.0,6.0,62.5,4.007333185232471,608.0
"(-1.613, -0.536]",4.0,4.0,5.0,63.5,4.07753744390572,608.0
"(-1.613, -0.536]",2.0,3.0,2.0,61.0,4.02535169073515,608.0
"(-1.613, -0.536]",3.0,3.0,3.0,59.3,4.07753744390572,608.0
"(-1.613, -0.536]",3.0,3.0,3.0,62.4,4.060443010546419,608.0
"(-1.613, -0.536]",3.0,3.0,3.0,60.8,4.060443010546419,608.0
"(-1.613, -0.536]",3.0,3.0,3.0,61.9,4.02535169073515,608.0
"(-1.613, -0.536]",3.0,4.0,5.0,61.1,4.07753744390572,608.0
"(-1.613, -0.536]",2.0,5.0,4.0,61.6,4.02535169073515,608.0
"(-0.536, 0.538]",2.0,3.0,5.0,61.8,4.02535169073515,6290.0
"(-0.536, 0.538]",2.0,3.0,5.0,61.9,4.04305126783455,6290.0
"(-0.536, 0.538]",3.0,3.0,4.0,62.4,4.127134385045092,6290.0
"(-0.536, 0.538]",2.0,3.0,5.0,62.6,4.007333185232471,6290.0
"(-0.536, 0.538]",3.0,3.0,5.0,62.6,4.02535169073515,6290.0
"(-0.536, 0.538]",2.0,3.0,4.0,62.9,4.04305126783455,6290.0
"(-0.536, 0.538]",3.0,3.0,4.0,62.3,4.060443010546419,6290.0
"(-0.536, 0.538]",4.0,3.0,5.0,63.5,4.04305126783455,6291.0
"(-0.536, 0.538]",3.0,4.0,5.0,61.4,4.07753744390572,6291.0
"(-0.536, 0.538]",0.0,4.0,3.0,65.4,4.0943445622221,6291.0
"(-0.536, 0.538]",2.0,2.0,2.0,61.7,4.02535169073515,6291.0
"(-0.536, 0.538]",0.0,4.0,3.0,64.5,4.07753744390572,6291.0
"(-0.536, 0.538]",2.0,1.0,2.0,61.4,4.060443010546419,6291.0
"(-0.536, 0.538]",2.0,5.0,4.0,60.5,4.060443010546419,6292.0
"(-0.536, 0.538]",4.0,4.0,4.0,61.9,4.07753744390572,6294.0
"(-0.536, 0.538]",4.0,3.0,3.0,62.9,4.04305126783455,6294.0
"(-0.536, 0.538]",2.0,3.0,5.0,62.0,4.005513348515485,6295.0
"(-0.536, 0.538]",2.0,3.0,5.0,59.6,4.07753744390572,6295.0
"(-0.536, 0.538]",2.0,3.0,5.0,62.0,4.04305126783455,6295.0
"(-0.536, 0.538]",2.0,3.0,5.0,60.6,4.060443010546419,6295.0
"(-0.536, 0.538]",4.0,3.0,5.0,60.8,4.007333185232471,6296.0
"(-0.536, 0.538]",3.0,3.0,5.0,60.4,4.060443010546419,6296.0
"(-0.536, 0.538]",4.0,4.0,6.0,63.5,4.0943445622221,6296.0
"(-0.536, 0.538]",3.0,2.0,5.0,62.9,4.07753744390572,6296.0
"(-0.536, 0.538]",3.0,2.0,5.0,62.2,4.04305126783455,6296.0
"(-0.536, 0.538]",4.0,2.0,5.0,63.2,4.07753744390572,6296.0
"(-0.536, 0.538]",1.0,6.0,1.0,62.1,4.0943445622221,6299.0
"(-0.536, 0.538]",2.0,0.0,2.0,62.2,4.02535169073515,6299.0
"(-0.536, 0.538]",2.0,3.0,0.0,61.6,4.007333185232471,6299.0
"(-0.536, 0.538]",3.0,3.0,3.0,60.4,4.07753744390572,6300.0
"(-0.536, 0.538]",3.0,5.0,5.0,61.2,4.060443010546419,6300.0
"(-0.536, 0.538]",4.0,5.0,3.0,61.2,4.060443010546419,6300.0
"(-0.536, 0.538]",4.0,1.0,3.0,63.5,4.0943445622221,6300.0
"(-0.536, 0.538]",2.0,4.0,3.0,61.6,3.9889840465642745,6300.0
"(-0.536, 0.538]",2.0,5.0,2.0,61.9,4.02535169073515,6300.0
"(-0.536, 0.538]",2.0,5.0,2.0,61.8,4.007333185232471,6300.0
"(-0.536, 0.538]",3.0,0.0,0.0,61.7,4.127134385045092,6300.0
"(-0.536, 0.538]",1.0,1.0,3.0,61.5,4.174387269895637,6300.0
"(-0.536, 0.538]",2.0,3.0,3.0,61.5,4.02535169073515,6300.0
"(-0.536, 0.538]",3.0,3.0,5.0,62.5,4.060443010546419,6301.0
"(-0.536, 0.538]",4.0,3.0,4.0,62.6,4.060443010546419,6301.0
"(-0.536, 0.538]",4.0,2.0,2.0,63.4,4.007333185232471,6301.0
"(-0.536, 0.538]",2.0,4.0,5.0,62.9,4.04305126783455,6302.0
"(-0.536, 0.538]",4.0,5.0,2.0,62.3,4.060443010546419,6302.0
"(-0.536, 0.538]",2.0,3.0,7.0,61.6,4.02535169073515,6302.0
"(-0.536, 0.538]",2.0,5.0,5.0,61.1,4.060443010546419,6303.0
"(-0.536, 0.538]",3.0,0.0,5.0,61.2,4.110873864173311,6303.0
"(-0.536, 0.538]",2.0,0.0,0.0,61.7,4.007333185232471,6303.0
"(-0.536, 0.538]",2.0,5.0,5.0,62.3,4.02535169073515,6304.0
"(-0.536, 0.538]",2.0,2.0,5.0,61.5,4.04305126783455,6306.0
"(-0.536, 0.538]",1.0,6.0,3.0,63.6,4.060443010546419,6306.0
"(-0.536, 0.538]",3.0,6.0,3.0,61.4,4.060443010546419,6306.0
"(-0.536, 0.538]",4.0,4.0,2.0,63.4,4.04305126783455,6307.0
"(-0.536, 0.538]",3.0,2.0,5.0,62.4,4.060443010546419,6307.0
"(-0.536, 0.538]",2.0,5.0,5.0,61.4,4.04305126783455,6308.0
"(-0.536, 0.538]",2.0,4.0,4.0,61.9,4.04305126783455,6309.0
"(-0.536, 0.538]",4.0,1.0,5.0,62.3,4.060443010546419,6310.0
"(-0.536, 0.538]",4.0,3.0,5.0,62.3,4.060443010546419,6311.0
"(0.538, 1.611]",3.0,3.0,0.0,62.0,4.060443010546419,6313.0
"(-0.536, 0.538]",2.0,3.0,2.0,62.0,4.007333185232471,6313.0
"(-0.536, 0.538]",4.0,1.0,5.0,63.8,4.07753744390572,6315.0
"(0.538, 1.611]",0.0,3.0,0.0,70.2,4.04305126783455,6315.0
"(-0.536, 0.538]",1.0,1.0,5.0,64.1,3.9889840465642745,6315.0
"(-0.536, 0.538]",4.0,6.0,2.0,62.4,4.04305126783455,6316.0
"(-0.536, 0.538]",2.0,1.0,2.0,60.7,4.007333185232471,6316.0
"(-0.536, 0.538]",3.0,5.0,5.0,62.5,4.110873864173311,6316.0
"(-0.536, 0.538]",2.0,5.0,7.0,61.6,3.9889840465642745,6317.0
"(-0.536, 0.538]",2.0,4.0,4.0,61.4,4.04305126783455,6317.0
"(-0.536, 0.538]",4.0,5.0,2.0,61.9,4.060443010546419,6318.0
"(-0.536, 0.538]",4.0,2.0,5.0,62.7,4.060443010546419,6319.0
"(-0.536, 0.538]",4.0,2.0,5.0,63.1,4.04305126783455,6319.0
"(-0.536, 0.538]",3.0,0.0,2.0,59.3,4.0943445622221,6319.0
"(-0.536, 0.538]",4.0,4.0,2.0,62.1,4.04305126783455,6320.0
"(-0.536, 0.538]",3.0,5.0,0.0,62.4,4.0943445622221,6320.0
"(-0.536, 0.538]",2.0,6.0,2.0,62.8,4.04305126783455,6320.0
"(-0.536, 0.538]",3.0,2.0,2.0,60.4,4.060443010546419,6320.0
"(-0.536, 0.538]",3.0,5.0,5.0,60.4,4.060443010546419,6321.0
"(-0.536, 0.538]",2.0,3.0,3.0,61.5,4.007333185232471,6321.0
"(-0.536, 0.538]",2.0,3.0,5.0,62.2,4.04305126783455,6321.0
"(-0.536, 0.538]",2.0,3.0,5.0,62.1,4.04305126783455,6322.0
"(-0.536, 0.538]",3.0,5.0,5.0,61.9,4.07753744390572,6323.0
"(-0.536, 0.538]",4.0,4.0,2.0,62.4,4.04305126783455,6323.0
"(-0.536, 0.538]",4.0,4.0,2.0,62.5,4.07753744390572,6323.0
"(-0.536, 0.538]",4.0,1.0,2.0,62.9,4.060443010546419,6324.0
"(-0.536, 0.538]",2.0,4.0,5.0,60.3,4.110873864173311,6324.0
"(-0.536, 0.538]",2.0,3.0,5.0,61.1,4.07753744390572,6324.0
"(-0.536, 0.538]",2.0,1.0,2.0,62.4,4.007333185232471,6324.0
"(-0.536, 0.538]",2.0,5.0,4.0,62.1,4.04305126783455,6324.0
"(-0.536, 0.538]",3.0,3.0,5.0,60.1,4.060443010546419,6325.0
"(-0.536, 0.538]",4.0,3.0,5.0,63.1,4.07753744390572,6325.0
"(-0.536, 0.538]",4.0,3.0,4.0,62.7,4.02535169073515,6326.0
"(-0.536, 0.538]",1.0,0.0,3.0,57.1,4.143134726391533,6327.0
"(-0.536, 0.538]",3.0,4.0,2.0,60.1,4.060443010546419,6327.0
"(-0.536, 0.538]",2.0,6.0,2.0,61.6,4.04305126783455,6327.0
"(-0.536, 0.538]",3.0,3.0,5.0,62.3,4.07753744390572,6327.0
"(0.538, 1.611]",0.0,4.0,0.0,66.4,4.02535169073515,6328.0
"(-0.536, 0.538]",2.0,1.0,3.0,60.9,4.04305126783455,6328.0
"(-0.536, 0.538]",1.0,0.0,2.0,64.1,4.02535169073515,6328.0
"(-0.536, 0.538]",3.0,2.0,5.0,62.8,4.07753744390572,6328.0
"(-0.536, 0.538]",2.0,3.0,5.0,60.5,4.02535169073515,6328.0
"(-0.536, 0.538]",3.0,2.0,5.0,62.2,4.07753744390572,6328.0
"(-0.536, 0.538]",3.0,2.0,5.0,60.8,4.060443010546419,6330.0
"(-0.536, 0.538]",1.0,2.0,5.0,63.9,4.060443010546419,6330.0
"(-0.536, 0.538]",2.0,6.0,4.0,62.2,4.060443010546419,6332.0
"(-0.536, 0.538]",1.0,2.0,5.0,60.6,4.127134385045092,6332.0
"(-0.536, 0.538]",3.0,2.0,5.0,62.7,4.07753744390572,6333.0
"(-0.536, 0.538]",3.0,4.0,5.0,61.4,4.07753744390572,6333.0
"(-0.536, 0.538]",2.0,3.0,5.0,60.6,4.02535169073515,6333.0
"(-0.536, 0.538]",4.0,3.0,5.0,61.1,4.02535169073515,6334.0
"(-0.536, 0.538]",4.0,3.0,2.0,62.1,4.060443010546419,6334.0
"(-0.536, 0.538]",3.0,6.0,4.0,61.6,4.02535169073515,6334.0
"(-0.536, 0.538]",2.0,6.0,4.0,62.3,4.04305126783455,6334.0
"(-0.536, 0.538]",3.0,3.0,4.0,62.7,4.060443010546419,6335.0
"(-0.536, 0.538]",2.0,3.0,2.0,62.3,4.007333185232471,6335.0
"(-0.536, 0.538]",1.0,1.0,5.0,63.7,4.02535169073515,6335.0
"(-0.536, 0.538]",3.0,1.0,5.0,63.0,4.0943445622221,6335.0
"(-0.536, 0.538]",3.0,1.0,5.0,62.9,4.060443010546419,6335.0
"(-0.536, 0.538]",3.0,1.0,5.0,60.2,4.060443010546419,6335.0
"(-0.536, 0.538]",4.0,1.0,5.0,63.1,4.0943445622221,6335.0
"(-0.536, 0.538]",3.0,3.0,4.0,61.2,4.060443010546419,6335.0
"(-0.536, 0.538]",4.0,4.0,2.0,59.6,4.127134385045092,6336.0
"(-0.536, 0.538]",2.0,6.0,2.0,62.5,4.02535169073515,6337.0
"(-0.536, 0.538]",3.0,4.0,5.0,60.9,4.07753744390572,6337.0
"(-0.536, 0.538]",2.0,5.0,5.0,62.4,4.04305126783455,6338.0
"(-0.536, 0.538]",2.0,2.0,1.0,61.5,4.007333185232471,6338.0
"(-0.536, 0.538]",2.0,6.0,2.0,62.1,4.007333185232471,6339.0
"(-0.536, 0.538]",4.0,2.0,5.0,62.2,4.007333185232471,6340.0
"(-0.536, 0.538]",2.0,3.0,5.0,62.4,4.04305126783455,6340.0
"(-0.536, 0.538]",2.0,0.0,2.0,62.2,4.02535169073515,6340.0
"(-0.536, 0.538]",0.0,4.0,2.0,68.0,4.07753744390572,6340.0
"(-0.536, 0.538]",3.0,5.0,2.0,62.1,4.060443010546419,6340.0
"(-0.536, 0.538]",2.0,3.0,5.0,62.0,4.04305126783455,6342.0
"(-0.536, 0.538]",4.0,2.0,5.0,60.1,4.07753744390572,6342.0
"(-0.536, 0.538]",2.0,1.0,2.0,62.6,4.04305126783455,6342.0
"(-0.536, 0.538]",3.0,1.0,3.0,62.7,4.060443010546419,6342.0
"(-0.536, 0.538]",3.0,6.0,5.0,62.3,4.07753744390572,6342.0
"(-0.536, 0.538]",2.0,5.0,5.0,61.5,4.02535169073515,6343.0
"(-0.536, 0.538]",2.0,1.0,3.0,62.7,4.04305126783455,6343.0
"(-0.536, 0.538]",1.0,0.0,3.0,63.7,3.9512437185814275,6344.0
"(-0.536, 0.538]",3.0,1.0,5.0,60.0,4.07753744390572,6344.0
"(-0.536, 0.538]",2.0,4.0,5.0,62.7,4.02535169073515,6344.0
"(0.538, 1.611]",3.0,4.0,0.0,59.7,4.127134385045092,6344.0
"(-0.536, 0.538]",1.0,0.0,3.0,62.2,4.174387269895637,6344.0
"(-0.536, 0.538]",2.0,1.0,2.0,60.8,4.02535169073515,6346.0
"(-0.536, 0.538]",2.0,1.0,2.0,61.1,4.04305126783455,6346.0
"(0.538, 1.611]",0.0,3.0,0.0,68.0,4.007333185232471,6346.0
"(0.538, 1.611]",0.0,3.0,0.0,65.6,4.04305126783455,6346.0
"(-0.536, 0.538]",2.0,3.0,3.0,62.3,4.02535169073515,6346.0
"(-0.536, 0.538]",2.0,4.0,3.0,62.1,4.060443010546419,6347.0
"(-0.536, 0.538]",2.0,3.0,4.0,62.2,4.02535169073515,6349.0
"(-0.536, 0.538]",2.0,3.0,4.0,62.7,3.9889840465642745,6349.0
"(-0.536, 0.538]",1.0,3.0,4.0,63.6,4.07753744390572,6349.0
"(-0.536, 0.538]",3.0,5.0,5.0,61.2,4.07753744390572,6350.0
"(-0.536, 0.538]",3.0,4.0,3.0,61.3,4.04305126783455,6350.0
"(-0.536, 0.538]",4.0,4.0,2.0,61.6,4.110873864173311,6350.0
"(-0.536, 0.538]",3.0,4.0,3.0,63.0,4.060443010546419,6350.0
"(-0.536, 0.538]",2.0,6.0,2.0,62.1,4.04305126783455,6350.0
"(-0.536, 0.538]",2.0,3.0,5.0,61.7,4.02535169073515,6350.0
"(-0.536, 0.538]",2.0,5.0,5.0,62.6,4.007333185232471,6350.0
"(-0.536, 0.538]",3.0,1.0,3.0,61.5,4.060443010546419,6351.0
"(-0.536, 0.538]",1.0,2.0,5.0,63.9,4.127134385045092,6352.0
"(-0.536, 0.538]",4.0,0.0,2.0,60.7,4.007333185232471,6352.0
"(-0.536, 0.538]",4.0,2.0,5.0,62.9,4.007333185232471,6352.0
"(-0.536, 0.538]",3.0,2.0,5.0,62.4,4.0943445622221,6352.0
"(-0.536, 0.538]",3.0,2.0,5.0,62.6,4.0943445622221,6352.0
"(-0.536, 0.538]",2.0,3.0,5.0,62.5,4.04305126783455,6352.0
"(-0.536, 0.538]",2.0,5.0,2.0,61.0,4.02535169073515,6352.0
"(-0.536, 0.538]",3.0,0.0,2.0,61.1,4.07753744390572,6352.0
"(-0.536, 0.538]",0.0,3.0,4.0,64.6,4.0943445622221,6353.0
"(-0.536, 0.538]",3.0,3.0,4.0,59.9,4.07753744390572,6353.0
"(-0.536, 0.538]",4.0,3.0,4.0,60.7,4.143134726391533,6353.0
"(-0.536, 0.538]",3.0,3.0,4.0,60.5,4.0943445622221,6353.0
"(-0.536, 0.538]",2.0,3.0,5.0,61.6,4.02535169073515,6353.0
"(-0.536, 0.538]",4.0,3.0,7.0,61.3,4.110873864173311,6354.0
"(-0.536, 0.538]",4.0,3.0,3.0,60.5,4.0943445622221,6354.0
"(-0.536, 0.538]",3.0,4.0,5.0,60.9,4.060443010546419,6354.0
"(-0.536, 0.538]",3.0,4.0,2.0,61.9,4.02535169073515,6354.0
"(-0.536, 0.538]",3.0,5.0,4.0,60.6,4.110873864173311,6354.0
"(-0.536, 0.538]",3.0,3.0,5.0,62.1,4.060443010546419,6355.0
"(-0.536, 0.538]",4.0,3.0,5.0,63.0,4.007333185232471,6355.0
"(-0.536, 0.538]",2.0,3.0,5.0,62.2,4.04305126783455,6355.0
"(-0.536, 0.538]",4.0,3.0,5.0,60.5,4.02535169073515,6355.0
"(-0.536, 0.538]",4.0,3.0,5.0,60.9,4.060443010546419,6355.0
"(-0.536, 0.538]",2.0,3.0,5.0,60.5,4.04305126783455,6356.0
"(-0.536, 0.538]",3.0,6.0,7.0,62.6,4.07753744390572,6356.0
"(0.538, 1.611]",3.0,4.0,0.0,62.9,4.04305126783455,6357.0
"(-0.536, 0.538]",3.0,1.0,5.0,62.9,4.07753744390572,6359.0
"(-0.536, 0.538]",2.0,2.0,4.0,61.3,4.02535169073515,6360.0
"(-0.536, 0.538]",1.0,3.0,4.0,63.8,4.04305126783455,6360.0
"(-0.536, 0.538]",3.0,3.0,4.0,60.2,4.060443010546419,6360.0
"(-0.536, 0.538]",4.0,2.0,5.0,61.0,4.0943445622221,6361.0
"(-0.536, 0.538]",1.0,4.0,0.0,62.3,4.018183201256536,6361.0
"(-0.536, 0.538]",2.0,3.0,3.0,61.8,4.04305126783455,6362.0
"(-0.536, 0.538]",3.0,4.0,5.0,61.0,4.07753744390572,6363.0
"(-0.536, 0.538]",2.0,2.0,2.0,61.7,4.007333185232471,6363.0
"(-0.536, 0.538]",1.0,5.0,3.0,65.0,4.007333185232471,6364.0
"(-0.536, 0.538]",4.0,1.0,5.0,60.6,4.110873864173311,6366.0
"(-0.536, 0.538]",2.0,6.0,5.0,60.3,4.04305126783455,6366.0
"(-0.536, 0.538]",0.0,2.0,4.0,64.6,4.0943445622221,6366.0
"(-0.536, 0.538]",3.0,1.0,2.0,61.3,4.0943445622221,6366.0
"(-0.536, 0.538]",0.0,0.0,5.0,65.3,4.060443010546419,6366.0
"(-0.536, 0.538]",3.0,6.0,2.0,61.0,4.07753744390572,6367.0
"(-0.536, 0.538]",4.0,3.0,4.0,62.3,4.0943445622221,6368.0
"(-0.536, 0.538]",1.0,6.0,3.0,64.1,4.060443010546419,6368.0
"(-0.536, 0.538]",3.0,4.0,5.0,62.1,4.060443010546419,6368.0
"(-0.536, 0.538]",2.0,4.0,4.0,62.5,3.970291913552122,6368.0
"(-0.536, 0.538]",2.0,4.0,4.0,62.0,3.9889840465642745,6368.0
"(-0.536, 0.538]",2.0,4.0,2.0,61.1,4.04305126783455,6368.0
"(-0.536, 0.538]",4.0,3.0,5.0,61.9,4.04305126783455,6369.0
"(-0.536, 0.538]",4.0,4.0,3.0,62.3,4.0943445622221,6369.0
"(-0.536, 0.538]",1.0,3.0,5.0,59.1,4.127134385045092,6369.0
"(-0.536, 0.538]",3.0,3.0,7.0,61.9,4.060443010546419,6371.0
"(-0.536, 0.538]",4.0,3.0,7.0,62.1,4.143134726391533,6371.0
"(-0.536, 0.538]",2.0,3.0,3.0,61.1,4.007333185232471,6371.0
"(-0.536, 0.538]",2.0,0.0,3.0,61.8,4.060443010546419,6372.0
"(-0.536, 0.538]",2.0,5.0,2.0,61.9,4.02535169073515,6372.0
"(-0.536, 0.538]",4.0,0.0,5.0,62.9,4.04305126783455,6373.0
"(-0.536, 0.538]",4.0,1.0,2.0,63.2,4.04305126783455,6373.0
"(-0.536, 0.538]",0.0,5.0,3.0,65.0,4.02535169073515,6375.0
"(-0.536, 0.538]",4.0,1.0,5.0,59.4,4.07753744390572,6377.0
"(0.538, 1.611]",0.0,3.0,0.0,66.3,4.02535169073515,6377.0
"(0.538, 1.611]",3.0,3.0,0.0,61.1,4.060443010546419,6377.0
"(-0.536, 0.538]",2.0,3.0,5.0,62.4,4.07753744390572,6377.0
"(-0.536, 0.538]",2.0,6.0,3.0,60.8,4.04305126783455,6377.0
"(-0.536, 0.538]",3.0,1.0,3.0,61.1,4.07753744390572,6377.0
"(-0.536, 0.538]",2.0,3.0,4.0,62.6,4.02535169073515,6377.0
"(-0.536, 0.538]",3.0,3.0,4.0,62.4,4.0943445622221,6377.0
"(-0.536, 0.538]",2.0,5.0,6.0,59.7,3.9889840465642745,6378.0
"(-0.536, 0.538]",3.0,3.0,5.0,62.7,4.04305126783455,6379.0
"(-0.536, 0.538]",2.0,5.0,4.0,61.5,4.07753744390572,6380.0
"(-0.536, 0.538]",2.0,5.0,2.0,60.6,4.07753744390572,6381.0
"(-0.536, 0.538]",0.0,3.0,4.0,57.5,4.204692619390966,6381.0
"(-0.536, 0.538]",4.0,2.0,5.0,63.3,4.007333185232471,6382.0
"(-0.536, 0.538]",3.0,5.0,7.0,62.7,4.060443010546419,6383.0
"(-0.536, 0.538]",2.0,1.0,3.0,60.2,4.04305126783455,6383.0
"(-0.536, 0.538]",2.0,4.0,3.0,61.7,4.04305126783455,6384.0
"(-0.536, 0.538]",4.0,3.0,5.0,62.8,4.127134385045092,6386.0
"(-0.536, 0.538]",3.0,6.0,3.0,60.1,4.060443010546419,6387.0
"(-0.536, 0.538]",3.0,4.0,2.0,60.6,4.0943445622221,6387.0
"(-0.536, 0.538]",3.0,3.0,5.0,62.8,4.060443010546419,6387.0
"(-0.536, 0.538]",2.0,3.0,5.0,62.3,4.02535169073515,6387.0
"(-0.536, 0.538]",4.0,4.0,2.0,63.5,4.007333185232471,6387.0
"(-0.536, 0.538]",4.0,3.0,5.0,60.9,4.02535169073515,6388.0
"(-0.536, 0.538]",2.0,4.0,2.0,62.1,4.02535169073515,6388.0
"(-0.536, 0.538]",4.0,3.0,5.0,63.8,4.060443010546419,6389.0
"(-0.536, 0.538]",2.0,5.0,2.0,61.8,4.060443010546419,6389.0
"(-0.536, 0.538]",1.0,0.0,5.0,64.1,4.060443010546419,6389.0
"(-0.536, 0.538]",1.0,2.0,4.0,64.2,4.0943445622221,6389.0
"(-0.536, 0.538]",3.0,5.0,4.0,61.7,4.060443010546419,6390.0
"(-0.536, 0.538]",0.0,2.0,4.0,64.5,4.07753744390572,6391.0
"(-0.536, 0.538]",2.0,2.0,2.0,59.6,4.04305126783455,6391.0
"(-0.536, 0.538]",2.0,2.0,5.0,61.0,4.02535169073515,6393.0
"(-0.536, 0.538]",3.0,2.0,3.0,62.7,4.060443010546419,6393.0
"(-0.536, 0.538]",1.0,6.0,2.0,64.1,4.110873864173311,6394.0
"(-0.536, 0.538]",2.0,6.0,2.0,62.3,4.04305126783455,6396.0
"(-0.536, 0.538]",2.0,5.0,4.0,62.8,4.04305126783455,6396.0
"(-0.536, 0.538]",4.0,1.0,2.0,62.7,4.0943445622221,6397.0
"(-0.536, 0.538]",1.0,1.0,3.0,58.0,4.1588830833596715,6397.0
"(-0.536, 0.538]",2.0,4.0,0.0,61.3,4.007333185232471,6397.0
"(-0.536, 0.538]",3.0,1.0,3.0,62.6,4.02535169073515,6397.0
"(-0.536, 0.538]",0.0,2.0,4.0,65.3,4.07753744390572,6397.0
"(-0.536, 0.538]",3.0,1.0,5.0,60.4,4.060443010546419,6397.0
"(-0.536, 0.538]",0.0,3.0,2.0,64.6,4.0943445622221,6397.0
"(-0.536, 0.538]",1.0,2.0,5.0,64.2,4.07753744390572,6397.0
"(-0.536, 0.538]",3.0,3.0,5.0,62.1,4.060443010546419,6397.0
"(-0.536, 0.538]",2.0,4.0,3.0,62.3,4.04305126783455,6398.0
"(-0.536, 0.538]",2.0,5.0,2.0,62.3,4.060443010546419,6398.0
"(-0.536, 0.538]",4.0,1.0,5.0,60.9,4.04305126783455,6399.0
"(-0.536, 0.538]",1.0,1.0,5.0,63.3,4.0943445622221,6399.0
"(-0.536, 0.538]",1.0,1.0,5.0,63.3,4.060443010546419,6399.0
"(-0.536, 0.538]",4.0,1.0,5.0,62.0,4.007333185232471,6399.0
"(-0.536, 0.538]",4.0,1.0,5.0,58.1,4.0943445622221,6399.0
"(-0.536, 0.538]",4.0,3.0,3.0,61.4,4.07753744390572,6399.0
"(-0.536, 0.538]",2.0,2.0,5.0,60.5,4.04305126783455,6399.0
"(-0.536, 0.538]",2.0,0.0,6.0,62.0,3.9889840465642745,6399.0
"(-0.536, 0.538]",3.0,2.0,5.0,62.3,4.060443010546419,6399.0
"(-0.536, 0.538]",3.0,1.0,5.0,62.9,4.060443010546419,6400.0
"(-0.536, 0.538]",3.0,3.0,3.0,58.4,4.07753744390572,6400.0
"(-0.536, 0.538]",2.0,2.0,3.0,62.5,4.028916756899646,6401.0
"(-0.536, 0.538]",2.0,5.0,3.0,62.2,4.02535169073515,6401.0
"(-0.536, 0.538]",3.0,5.0,3.0,62.2,4.0943445622221,6401.0
"(-0.536, 0.538]",2.0,5.0,5.0,62.6,4.04305126783455,6401.0
"(-0.536, 0.538]",3.0,5.0,3.0,61.6,4.07753744390572,6403.0
"(-0.536, 0.538]",2.0,2.0,5.0,62.7,4.02535169073515,6403.0
"(-0.536, 0.538]",2.0,4.0,3.0,61.8,4.04305126783455,6403.0
"(-0.536, 0.538]",3.0,1.0,2.0,59.7,4.110873864173311,6403.0
"(-0.536, 0.538]",2.0,1.0,3.0,61.2,4.007333185232471,6403.0
"(-0.536, 0.538]",4.0,2.0,5.0,59.0,4.04305126783455,6405.0
"(-0.536, 0.538]",2.0,5.0,2.0,61.7,4.02535169073515,6405.0
"(-0.536, 0.538]",3.0,6.0,7.0,62.9,4.0943445622221,6405.0
"(-0.536, 0.538]",3.0,4.0,3.0,62.8,3.9512437185814275,6405.0
"(-0.536, 0.538]",4.0,3.0,5.0,61.6,4.0943445622221,6406.0
"(-0.536, 0.538]",4.0,3.0,5.0,63.4,4.007333185232471,6406.0
"(-0.536, 0.538]",2.0,4.0,5.0,59.0,4.04305126783455,6406.0
"(-0.536, 0.538]",3.0,4.0,3.0,60.1,4.04305126783455,6406.0
"(-0.536, 0.538]",1.0,3.0,4.0,59.2,4.143134726391533,6407.0
"(-0.536, 0.538]",4.0,3.0,3.0,63.2,4.060443010546419,6409.0
"(-0.536, 0.538]",2.0,3.0,3.0,62.9,4.04305126783455,6409.0
"(-0.536, 0.538]",2.0,3.0,5.0,62.5,4.060443010546419,6410.0
